site,data_status,action_code,datetime,parameter,duration,frequency,value,unit,qc,poc,lat,lon,GISDatum,elev,method_code,mpc,mpc_value,uncertainty,qualifiers
840482010416,1,10,20141021T0100-0600,44201,60,0,.003,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150628T0100-0600,44201,60,0,.014,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140819T0100-0600,44201,60,0,.008,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160313T0100-0600,44201,60,0,.028,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160902T0100-0600,44201,60,0,.02,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140525T0100-0600,44201,60,0,.024,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20161115T0100-0600,44201,60,0,.02,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160122T0100-0600,44201,60,0,.016,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20141010T0100-0600,44201,60,0,.012,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140305T0100-0600,44201,60,0,.012,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150824T0100-0600,44201,60,0,.004,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20141002T0100-0600,44201,60,0,.008,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140719T0100-0600,44201,60,0,.019,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150819T0100-0600,44201,60,0,.011,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150818T0100-0600,44201,60,0,.018,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20151102T0100-0600,44201,60,0,.003,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160314T0100-0600,44201,60,0,.016,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160930T0100-0600,44201,60,0,.015,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150711T0100-0600,44201,60,0,.011,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20141017T0100-0600,44201,60,0,.025,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140421T0100-0600,44201,60,0,.028,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20161202T0100-0600,44201,60,0,.004,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160504T0100-0600,44201,60,0,.014,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140107T0100-0600,44201,60,0,.011,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140429T0100-0600,44201,60,0,.015,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20141228T0100-0600,44201,60,0,.011,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
